ID,FK_ZAEHLER,DATE,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT
344385,ECO09022739,2019-04-08 06:15:00,8.0,0.0,0.0,0.0
344386,ECO09113503,2019-04-08 06:30:00,7.0,6.0,0.0,0.0
344387,U15G3063865,2019-04-08 06:30:00,0.0,0.0,1.0,5.0
344388,ECO09113499,2019-04-08 06:30:00,6.0,0.0,0.0,0.0
344389,Y2H16039396,2019-04-08 06:30:00,6.0,0.0,0.0,0.0
344390,U15G3063866,2019-04-08 06:30:00,0.0,0.0,54.0,10.0
344391,Y2H16069942,2019-04-08 06:30:00,4.0,2.0,0.0,0.0
344392,Y2H16069943,2019-04-08 06:30:00,13.0,3.0,0.0,0.0
344393,U15G3063867,2019-04-08 06:30:00,0.0,0.0,24.0,15.0
344394,U15G3063869,2019-04-08 06:30:00,0.0,0.0,1.0,1.0
344395,U15G3063870,2019-04-08 06:30:00,0.0,0.0,4.0,2.0
344396,YSH18065716,2019-04-08 06:30:00,0.0,0.0,1.0,0.0
344397,U15G3104442,2019-04-08 06:30:00,0.0,0.0,6.0,4.0
344398,U15G3063872,2019-04-08 06:30:00,0.0,0.0,32.0,18.0
344399,U15G3104443,2019-04-08 06:30:00,0.0,0.0,0.0,0.0
344400,U15G3104444,2019-04-08 06:30:00,0.0,0.0,7.0,2.0
344401,U15G3104445,2019-04-08 06:30:00,0.0,0.0,0.0,1.0
344402,U15G3104446,2019-04-08 06:30:00,0.0,0.0,1.0,0.0
344403,ECO09113506,2019-04-08 06:30:00,0.0,5.0,0.0,0.0
344404,Y2G13124875,2019-04-08 06:30:00,0.0,5.0,0.0,0.0
344405,Y0412032046,2019-04-08 06:30:00,0.0,0.0,0.0,1.0
344406,Y2G13124877,2019-04-08 06:30:00,1.0,0.0,0.0,0.0
344407,Y2G13124876,2019-04-08 06:30:00,4.0,3.0,0.0,0.0
344408,Y0410090357,2019-04-08 06:30:00,1.0,1.0,3.0,1.0
344409,U15G6121229,2019-04-08 06:30:00,0.0,0.0,0.0,0.0
344410,Y2G13124878,2019-04-08 06:30:00,1.0,0.0,0.0,0.0
344411,Y2H18106793,2019-04-08 06:30:00,4.0,13.0,0.0,0.0
344412,U15G3063873,2019-04-08 06:30:00,0.0,0.0,0.0,2.0
344413,Y2G13124879,2019-04-08 06:30:00,2.0,0.0,0.0,0.0
344414,Y2G14045586,2019-04-08 06:30:00,14.0,0.0,0.0,0.0
344415,Y2H18106792,2019-04-08 06:30:00,7.0,3.0,0.0,0.0
344416,YPH15108550,2019-04-08 06:30:00,0.0,0.0,5.0,1.0
344417,Y2G14045587,2019-04-08 06:30:00,6.0,0.0,0.0,0.0
344418,U15G3063864,2019-04-08 06:30:00,0.0,0.0,6.0,2.0
344419,ECO09022739,2019-04-08 06:30:00,10.0,1.0,0.0,0.0
344420,ECO09113503,2019-04-08 06:45:00,19.0,4.0,0.0,0.0
344421,ECO09022739,2019-04-08 06:45:00,13.0,0.0,0.0,0.0
344422,ECO09113499,2019-04-08 06:45:00,6.0,1.0,0.0,0.0
344423,Y2H16039396,2019-04-08 06:45:00,11.0,8.0,0.0,0.0
344424,U15G3063866,2019-04-08 06:45:00,0.0,0.0,28.0,4.0
344425,Y2H16069942,2019-04-08 06:45:00,6.0,4.0,0.0,0.0
344426,Y2H16069943,2019-04-08 06:45:00,19.0,3.0,0.0,0.0
344427,U15G3063867,2019-04-08 06:45:00,0.0,0.0,18.0,18.0
344428,U15G3063869,2019-04-08 06:45:00,0.0,0.0,3.0,2.0
344429,U15G3063870,2019-04-08 06:45:00,0.0,0.0,4.0,8.0
344430,YSH18065716,2019-04-08 06:45:00,0.0,0.0,85.0,1.0
344431,U15G3104442,2019-04-08 06:45:00,0.0,0.0,3.0,7.0
344432,U15G3063872,2019-04-08 06:45:00,0.0,0.0,25.0,29.0
344433,U15G3104443,2019-04-08 06:45:00,0.0,0.0,2.0,1.0
344434,U15G3104444,2019-04-08 06:45:00,0.0,0.0,15.0,16.0
344435,U15G3104445,2019-04-08 06:45:00,0.0,0.0,2.0,10.0
344436,U15G3104446,2019-04-08 06:45:00,0.0,0.0,0.0,1.0
344437,ECO09113506,2019-04-08 06:45:00,2.0,12.0,0.0,0.0
344438,Y2G13124875,2019-04-08 06:45:00,1.0,3.0,0.0,0.0
344439,Y0412032046,2019-04-08 06:45:00,0.0,0.0,0.0,1.0
344440,Y2G13124877,2019-04-08 06:45:00,1.0,1.0,0.0,0.0
344441,Y2G13124876,2019-04-08 06:45:00,7.0,7.0,0.0,0.0
344442,Y0410090357,2019-04-08 06:45:00,1.0,1.0,0.0,3.0
344443,U15G6121229,2019-04-08 06:45:00,0.0,0.0,2.0,1.0
344444,Y2G13124878,2019-04-08 06:45:00,0.0,2.0,0.0,0.0
344445,U15G3063873,2019-04-08 06:45:00,0.0,0.0,2.0,1.0
344446,Y2G13124879,2019-04-08 06:45:00,3.0,3.0,0.0,0.0
344447,Y2G14045586,2019-04-08 06:45:00,8.0,0.0,0.0,0.0
344448,Y2H18106793,2019-04-08 06:45:00,5.0,10.0,0.0,0.0
344449,Y2H18106792,2019-04-08 06:45:00,17.0,7.0,0.0,0.0
344450,YPH15108550,2019-04-08 06:45:00,0.0,0.0,5.0,0.0
344451,Y2G14045587,2019-04-08 06:45:00,5.0,0.0,0.0,0.0
344452,U15G3063864,2019-04-08 06:45:00,0.0,0.0,7.0,9.0
344453,U15G3063865,2019-04-08 06:45:00,0.0,0.0,6.0,8.0
344454,ECO09022739,2019-04-08 07:00:00,19.0,3.0,0.0,0.0
344455,U15G3063865,2019-04-08 07:00:00,0.0,0.0,13.0,12.0
344456,Y2H16039396,2019-04-08 07:00:00,10.0,2.0,0.0,0.0
344457,Y2H16069942,2019-04-08 07:00:00,7.0,3.0,0.0,0.0
344458,U15G3063866,2019-04-08 07:00:00,0.0,0.0,80.0,13.0
344459,Y2H16069943,2019-04-08 07:00:00,34.0,6.0,0.0,0.0
344460,U15G3063867,2019-04-08 07:00:00,0.0,0.0,24.0,34.0
344461,U15G3063869,2019-04-08 07:00:00,0.0,0.0,1.0,2.0
344462,U15G3063870,2019-04-08 07:00:00,0.0,0.0,8.0,17.0
344463,YSH18065716,2019-04-08 07:00:00,0.0,0.0,7.0,2.0
344464,U15G3104442,2019-04-08 07:00:00,0.0,0.0,5.0,2.0
344465,U15G3063872,2019-04-08 07:00:00,0.0,0.0,30.0,32.0
344466,U15G3104443,2019-04-08 07:00:00,0.0,0.0,1.0,0.0
344467,U15G3104444,2019-04-08 07:00:00,0.0,0.0,25.0,4.0
344468,U15G3104445,2019-04-08 07:00:00,0.0,0.0,7.0,8.0
344469,U15G3104446,2019-04-08 07:00:00,0.0,0.0,1.0,1.0
344470,ECO07091438,2019-04-08 07:00:00,28.0,19.0,0.0,0.0
344471,ECO07111527,2019-04-08 07:00:00,35.0,26.0,26.0,0.0
344472,ECO06040592,2019-04-08 07:00:00,7.0,12.0,0.0,0.0
344473,ECO09113506,2019-04-08 07:00:00,2.0,9.0,0.0,0.0
344474,ECO09113503,2019-04-08 07:00:00,16.0,11.0,0.0,0.0
344475,Y2G13124875,2019-04-08 07:00:00,0.0,16.0,0.0,0.0
344476,Y0412032046,2019-04-08 07:00:00,0.0,0.0,2.0,1.0
344477,Y2G13124877,2019-04-08 07:00:00,1.0,2.0,0.0,0.0
344478,Y2G13124876,2019-04-08 07:00:00,5.0,6.0,0.0,0.0
344479,Y0410090357,2019-04-08 07:00:00,4.0,1.0,4.0,4.0
344480,U15G6121229,2019-04-08 07:00:00,0.0,0.0,1.0,1.0
344481,Y2G13124878,2019-04-08 07:00:00,2.0,2.0,0.0,0.0
344482,U15G3063873,2019-04-08 07:00:00,0.0,0.0,1.0,1.0
344483,Y2G13124879,2019-04-08 07:00:00,3.0,0.0,0.0,0.0
344484,Y2G14045586,2019-04-08 07:00:00,10.0,0.0,0.0,0.0
344485,Y2H18106793,2019-04-08 07:00:00,9.0,28.0,0.0,0.0
344486,Y2H18106792,2019-04-08 07:00:00,18.0,9.0,0.0,0.0
344487,YPH15108550,2019-04-08 07:00:00,0.0,0.0,7.0,2.0
344488,Y2G14045587,2019-04-08 07:00:00,4.0,0.0,0.0,0.0
344489,U15G3063864,2019-04-08 07:00:00,0.0,0.0,16.0,3.0
344490,ECO09113499,2019-04-08 07:00:00,9.0,2.0,0.0,0.0
344491,ECO09113503,2019-04-08 07:15:00,25.0,7.0,0.0,0.0
344492,U15G3063865,2019-04-08 07:15:00,0.0,0.0,13.0,14.0
344493,ECO09113499,2019-04-08 07:15:00,11.0,0.0,0.0,0.0
344494,Y2H16039396,2019-04-08 07:15:00,14.0,11.0,0.0,0.0
344495,Y2H16069942,2019-04-08 07:15:00,5.0,4.0,0.0,0.0
344496,U15G3063866,2019-04-08 07:15:00,0.0,0.0,62.0,9.0
344497,Y2H16069943,2019-04-08 07:15:00,35.0,6.0,0.0,0.0
344498,U15G3063867,2019-04-08 07:15:00,0.0,0.0,16.0,22.0
344499,U15G3063869,2019-04-08 07:15:00,0.0,0.0,3.0,1.0
344500,U15G3063870,2019-04-08 07:15:00,0.0,0.0,8.0,16.0
344501,YSH18065716,2019-04-08 07:15:00,0.0,0.0,7.0,2.0
344502,U15G3104442,2019-04-08 07:15:00,0.0,0.0,1.0,5.0
344503,U15G3063872,2019-04-08 07:15:00,0.0,0.0,27.0,64.0
344504,U15G3104443,2019-04-08 07:15:00,0.0,0.0,5.0,1.0
344505,U15G3104444,2019-04-08 07:15:00,0.0,0.0,16.0,20.0
344506,U15G3104445,2019-04-08 07:15:00,0.0,0.0,6.0,16.0
344507,U15G3104446,2019-04-08 07:15:00,0.0,0.0,2.0,2.0
344508,ECO09113506,2019-04-08 07:15:00,2.0,14.0,0.0,0.0
344509,Y2G13124875,2019-04-08 07:15:00,3.0,11.0,0.0,0.0
344510,Y0412032046,2019-04-08 07:15:00,0.0,0.0,3.0,2.0
344511,Y2G13124877,2019-04-08 07:15:00,2.0,3.0,0.0,0.0
344512,Y2G13124876,2019-04-08 07:15:00,15.0,11.0,0.0,0.0
344513,Y0410090357,2019-04-08 07:15:00,7.0,6.0,0.0,2.0
344514,U15G6121229,2019-04-08 07:15:00,0.0,0.0,4.0,8.0
344515,Y2G13124878,2019-04-08 07:15:00,2.0,5.0,0.0,0.0
344516,U15G3063873,2019-04-08 07:15:00,0.0,0.0,1.0,2.0
344517,Y2G13124879,2019-04-08 07:15:00,18.0,0.0,0.0,0.0
344518,Y2G14045586,2019-04-08 07:15:00,22.0,0.0,0.0,0.0
344519,Y2H18106793,2019-04-08 07:15:00,13.0,38.0,0.0,0.0
344520,Y2H18106792,2019-04-08 07:15:00,26.0,8.0,0.0,0.0
344521,YPH15108550,2019-04-08 07:15:00,0.0,0.0,4.0,0.0
344522,Y2G14045587,2019-04-08 07:15:00,8.0,0.0,0.0,0.0
344523,U15G3063864,2019-04-08 07:15:00,0.0,0.0,13.0,5.0
344524,ECO09022739,2019-04-08 07:15:00,15.0,4.0,0.0,0.0
344525,ECO09113503,2019-04-08 07:30:00,35.0,20.0,0.0,0.0
344526,U15G3063865,2019-04-08 07:30:00,0.0,0.0,9.0,13.0
344527,ECO09113499,2019-04-08 07:30:00,17.0,0.0,0.0,0.0
344528,Y2H16039396,2019-04-08 07:30:00,36.0,11.0,0.0,0.0
344529,Y2H16069942,2019-04-08 07:30:00,7.0,2.0,0.0,0.0
344530,U15G3063866,2019-04-08 07:30:00,0.0,0.0,71.0,21.0
344531,Y2H16069943,2019-04-08 07:30:00,43.0,7.0,0.0,0.0
344532,U15G3063867,2019-04-08 07:30:00,0.0,0.0,41.0,29.0
344533,U15G3063869,2019-04-08 07:30:00,0.0,0.0,1.0,0.0
344534,U15G3063870,2019-04-08 07:30:00,0.0,0.0,16.0,28.0
344535,YSH18065716,2019-04-08 07:30:00,0.0,0.0,17.0,2.0
344536,U15G3104442,2019-04-08 07:30:00,0.0,0.0,4.0,1.0
344537,U15G3063872,2019-04-08 07:30:00,0.0,0.0,92.0,53.0
344538,U15G3104443,2019-04-08 07:30:00,0.0,0.0,1.0,4.0
344539,U15G3104444,2019-04-08 07:30:00,0.0,0.0,47.0,12.0
344540,U15G3104445,2019-04-08 07:30:00,0.0,0.0,3.0,10.0
344541,U15G3104446,2019-04-08 07:30:00,0.0,0.0,1.0,0.0
344542,ECO09113506,2019-04-08 07:30:00,6.0,14.0,0.0,0.0
344543,Y2G13124875,2019-04-08 07:30:00,1.0,9.0,0.0,0.0
344544,Y0412032046,2019-04-08 07:30:00,0.0,0.0,3.0,2.0
344545,Y2G13124876,2019-04-08 07:30:00,6.0,10.0,0.0,0.0
344546,Y0410090357,2019-04-08 07:30:00,6.0,2.0,1.0,3.0
344547,U15G6121229,2019-04-08 07:30:00,0.0,0.0,3.0,6.0
344548,Y2G13124878,2019-04-08 07:30:00,2.0,7.0,0.0,0.0
344549,Y2G13124877,2019-04-08 07:30:00,1.0,5.0,0.0,0.0
344550,Y2G13124879,2019-04-08 07:30:00,9.0,4.0,0.0,0.0
344551,U15G3063873,2019-04-08 07:30:00,0.0,0.0,2.0,1.0
344552,Y2G14045586,2019-04-08 07:30:00,28.0,0.0,0.0,0.0
344553,Y2H18106793,2019-04-08 07:30:00,17.0,46.0,0.0,0.0
344554,Y2H18106792,2019-04-08 07:30:00,25.0,14.0,0.0,0.0
344555,YPH15108550,2019-04-08 07:30:00,0.0,0.0,4.0,2.0
344556,Y2G14045587,2019-04-08 07:30:00,15.0,0.0,0.0,0.0
344557,U15G3063864,2019-04-08 07:30:00,0.0,0.0,22.0,9.0
344558,ECO09022739,2019-04-08 07:30:00,5.0,0.0,0.0,0.0
344559,ECO09113503,2019-04-08 07:45:00,52.0,12.0,0.0,0.0
344560,ECO09022739,2019-04-08 07:45:00,32.0,2.0,0.0,0.0
344561,ECO09113499,2019-04-08 07:45:00,28.0,0.0,0.0,0.0
344562,Y2H16039396,2019-04-08 07:45:00,42.0,13.0,0.0,0.0
344563,Y2H16069942,2019-04-08 07:45:00,11.0,6.0,0.0,0.0
344564,U15G3063866,2019-04-08 07:45:00,0.0,0.0,72.0,18.0
344565,Y2H16069943,2019-04-08 07:45:00,65.0,12.0,0.0,0.0
344566,U15G3063867,2019-04-08 07:45:00,0.0,0.0,52.0,50.0
344567,U15G3063869,2019-04-08 07:45:00,0.0,0.0,1.0,6.0
344568,U15G3063870,2019-04-08 07:45:00,0.0,0.0,23.0,29.0
344569,YSH18065716,2019-04-08 07:45:00,0.0,0.0,18.0,6.0
344570,U15G3104442,2019-04-08 07:45:00,0.0,0.0,3.0,9.0
344571,U15G3063872,2019-04-08 07:45:00,0.0,0.0,67.0,54.0
344572,U15G3104443,2019-04-08 07:45:00,0.0,0.0,4.0,3.0
344573,U15G3104444,2019-04-08 07:45:00,0.0,0.0,57.0,24.0
344574,U15G3104445,2019-04-08 07:45:00,0.0,0.0,3.0,17.0
344575,U15G3104446,2019-04-08 07:45:00,0.0,0.0,2.0,1.0
344576,ECO09113506,2019-04-08 07:45:00,7.0,26.0,0.0,0.0
344577,Y2G13124875,2019-04-08 07:45:00,4.0,18.0,0.0,0.0
344578,Y0412032046,2019-04-08 07:45:00,0.0,1.0,4.0,5.0
344579,Y2G13124876,2019-04-08 07:45:00,9.0,14.0,0.0,0.0
344580,Y0410090357,2019-04-08 07:45:00,8.0,8.0,3.0,1.0
344581,U15G6121229,2019-04-08 07:45:00,0.0,0.0,1.0,1.0
344582,Y2G13124878,2019-04-08 07:45:00,4.0,7.0,0.0,0.0
344583,Y2G13124877,2019-04-08 07:45:00,2.0,11.0,0.0,0.0
344584,Y2G13124879,2019-04-08 07:45:00,13.0,3.0,0.0,0.0
344585,U15G3063873,2019-04-08 07:45:00,0.0,0.0,1.0,0.0
344586,Y2G14045586,2019-04-08 07:45:00,36.0,0.0,0.0,0.0
344587,Y2H18106793,2019-04-08 07:45:00,28.0,62.0,0.0,0.0
344588,Y2H18106792,2019-04-08 07:45:00,30.0,14.0,0.0,0.0
344589,YPH15108550,2019-04-08 07:45:00,0.0,0.0,9.0,3.0
344590,Y2G14045587,2019-04-08 07:45:00,22.0,0.0,0.0,0.0
344591,U15G3063864,2019-04-08 07:45:00,0.0,0.0,36.0,3.0
344592,U15G3063865,2019-04-08 07:45:00,0.0,0.0,18.0,17.0
344593,ECO09022739,2019-04-08 08:00:00,29.0,3.0,0.0,0.0
344594,U15G3063865,2019-04-08 08:00:00,0.0,0.0,16.0,10.0
344595,Y2H16039396,2019-04-08 08:00:00,37.0,11.0,0.0,0.0
344596,Y2H16069942,2019-04-08 08:00:00,8.0,5.0,0.0,0.0
344597,U15G3063866,2019-04-08 08:00:00,0.0,0.0,63.0,17.0
344598,Y2H16069943,2019-04-08 08:00:00,53.0,14.0,0.0,0.0
344599,U15G3063867,2019-04-08 08:00:00,0.0,0.0,65.0,41.0
344600,U15G3063869,2019-04-08 08:00:00,0.0,0.0,1.0,3.0
344601,U15G3063870,2019-04-08 08:00:00,0.0,0.0,32.0,56.0
344602,YSH18065716,2019-04-08 08:00:00,0.0,0.0,22.0,6.0
344603,U15G3104442,2019-04-08 08:00:00,0.0,0.0,13.0,10.0
344604,U15G3063872,2019-04-08 08:00:00,0.0,0.0,155.0,66.0
344605,U15G3104443,2019-04-08 08:00:00,0.0,0.0,4.0,2.0
344606,U15G3104444,2019-04-08 08:00:00,0.0,0.0,51.0,22.0
344607,U15G3104445,2019-04-08 08:00:00,0.0,0.0,5.0,11.0
344608,U15G3104446,2019-04-08 08:00:00,0.0,0.0,2.0,5.0
344609,ECO07091438,2019-04-08 08:00:00,24.0,22.0,0.0,0.0
344610,ECO07111527,2019-04-08 08:00:00,54.0,56.0,56.0,0.0
344611,ECO06040592,2019-04-08 08:00:00,4.0,5.0,0.0,0.0
344612,ECO09113506,2019-04-08 08:00:00,4.0,15.0,0.0,0.0
344613,ECO09113503,2019-04-08 08:00:00,35.0,12.0,0.0,0.0
344614,Y2G13124875,2019-04-08 08:00:00,0.0,9.0,0.0,0.0
344615,Y0412032046,2019-04-08 08:00:00,0.0,0.0,4.0,1.0
344616,Y2G13124876,2019-04-08 08:00:00,9.0,26.0,0.0,0.0
344617,Y0410090357,2019-04-08 08:00:00,2.0,7.0,2.0,3.0
344618,U15G6121229,2019-04-08 08:00:00,0.0,0.0,4.0,4.0
344619,Y2G13124877,2019-04-08 08:00:00,5.0,2.0,0.0,0.0
344620,Y2G13124878,2019-04-08 08:00:00,5.0,6.0,0.0,0.0
344621,Y2G13124879,2019-04-08 08:00:00,30.0,4.0,0.0,0.0
344622,U15G3063873,2019-04-08 08:00:00,0.0,0.0,1.0,0.0
344623,Y2G14045586,2019-04-08 08:00:00,32.0,0.0,0.0,0.0
344624,Y2H18106793,2019-04-08 08:00:00,33.0,94.0,0.0,0.0
344625,Y2H18106792,2019-04-08 08:00:00,32.0,12.0,0.0,0.0
344626,YPH15108550,2019-04-08 08:00:00,0.0,0.0,5.0,2.0
344627,Y2G14045587,2019-04-08 08:00:00,9.0,0.0,0.0,0.0
344628,U15G3063864,2019-04-08 08:00:00,0.0,0.0,32.0,8.0
344629,ECO09113499,2019-04-08 08:00:00,27.0,1.0,0.0,0.0
344630,ECO09113503,2019-04-08 08:15:00,31.0,21.0,0.0,0.0
344631,U15G3063865,2019-04-08 08:15:00,0.0,0.0,21.0,15.0
344632,ECO09113499,2019-04-08 08:15:00,17.0,1.0,0.0,0.0
344633,Y2H16039396,2019-04-08 08:15:00,36.0,18.0,0.0,0.0
344634,Y2H16069942,2019-04-08 08:15:00,17.0,12.0,0.0,0.0
344635,U15G3063866,2019-04-08 08:15:00,0.0,0.0,56.0,12.0
344636,Y2H16069943,2019-04-08 08:15:00,62.0,14.0,0.0,0.0
344637,U15G3063867,2019-04-08 08:15:00,0.0,0.0,23.0,39.0
344638,U15G3063869,2019-04-08 08:15:00,0.0,0.0,4.0,6.0
344639,U15G3063870,2019-04-08 08:15:00,0.0,0.0,34.0,69.0
344640,YSH18065716,2019-04-08 08:15:00,0.0,0.0,19.0,14.0
344641,U15G3063872,2019-04-08 08:15:00,0.0,0.0,59.0,41.0
344642,U15G3104442,2019-04-08 08:15:00,0.0,0.0,10.0,16.0
344643,U15G3104443,2019-04-08 08:15:00,0.0,0.0,2.0,2.0
344644,U15G3104444,2019-04-08 08:15:00,0.0,0.0,66.0,23.0
344645,U15G3104445,2019-04-08 08:15:00,0.0,0.0,6.0,13.0
344646,U15G3104446,2019-04-08 08:15:00,0.0,0.0,0.0,1.0
344647,ECO09113506,2019-04-08 08:15:00,6.0,20.0,0.0,0.0
344648,Y2G13124875,2019-04-08 08:15:00,3.0,11.0,0.0,0.0
344649,Y0412032046,2019-04-08 08:15:00,0.0,0.0,4.0,0.0
344650,Y2G13124876,2019-04-08 08:15:00,22.0,20.0,0.0,0.0
344651,Y0410090357,2019-04-08 08:15:00,3.0,6.0,3.0,1.0
344652,U15G6121229,2019-04-08 08:15:00,0.0,0.0,0.0,6.0
344653,Y2G13124877,2019-04-08 08:15:00,7.0,6.0,0.0,0.0
344654,Y2G13124878,2019-04-08 08:15:00,5.0,2.0,0.0,0.0
344655,Y2G13124879,2019-04-08 08:15:00,29.0,4.0,0.0,0.0
344656,U15G3063873,2019-04-08 08:15:00,0.0,0.0,1.0,1.0
344657,Y2G14045586,2019-04-08 08:15:00,20.0,0.0,0.0,0.0
344658,Y2H18106793,2019-04-08 08:15:00,43.0,95.0,0.0,0.0
344659,Y2H18106792,2019-04-08 08:15:00,31.0,11.0,0.0,0.0
344660,YPH15108550,2019-04-08 08:15:00,0.0,0.0,3.0,3.0
344661,Y2G14045587,2019-04-08 08:15:00,14.0,0.0,0.0,0.0
344662,U15G3063864,2019-04-08 08:15:00,0.0,0.0,48.0,6.0
344663,ECO09022739,2019-04-08 08:15:00,17.0,6.0,0.0,0.0
344664,ECO09113503,2019-04-08 08:30:00,25.0,21.0,0.0,0.0
344665,U15G3063865,2019-04-08 08:30:00,0.0,0.0,14.0,12.0
344666,ECO09113499,2019-04-08 08:30:00,18.0,1.0,0.0,0.0
344667,Y2H16039396,2019-04-08 08:30:00,40.0,16.0,0.0,0.0
344668,Y2H16069942,2019-04-08 08:30:00,4.0,8.0,0.0,0.0
344669,U15G3063866,2019-04-08 08:30:00,0.0,0.0,27.0,33.0
344670,Y2H16069943,2019-04-08 08:30:00,53.0,10.0,0.0,0.0
344671,U15G3063867,2019-04-08 08:30:00,0.0,0.0,47.0,36.0
344672,U15G3063869,2019-04-08 08:30:00,0.0,0.0,3.0,2.0
344673,U15G3063870,2019-04-08 08:30:00,0.0,0.0,29.0,44.0
344674,YSH18065716,2019-04-08 08:30:00,0.0,0.0,30.0,9.0
344675,U15G3063872,2019-04-08 08:30:00,0.0,0.0,60.0,42.0
344676,U15G3104442,2019-04-08 08:30:00,0.0,0.0,12.0,18.0
344677,U15G3104443,2019-04-08 08:30:00,0.0,0.0,8.0,0.0
344678,U15G3104444,2019-04-08 08:30:00,0.0,0.0,61.0,28.0
344679,U15G3104445,2019-04-08 08:30:00,0.0,0.0,6.0,10.0
344680,U15G3104446,2019-04-08 08:30:00,0.0,0.0,2.0,3.0
344681,ECO09113506,2019-04-08 08:30:00,4.0,19.0,0.0,0.0
344682,Y2G13124875,2019-04-08 08:30:00,1.0,15.0,0.0,0.0
344683,Y0412032046,2019-04-08 08:30:00,1.0,0.0,0.0,2.0
344684,Y2G13124876,2019-04-08 08:30:00,5.0,19.0,0.0,0.0
344685,Y0410090357,2019-04-08 08:30:00,0.0,6.0,2.0,0.0
344686,U15G6121229,2019-04-08 08:30:00,0.0,0.0,2.0,1.0
344687,Y2G13124877,2019-04-08 08:30:00,5.0,5.0,0.0,0.0
344688,Y2G13124878,2019-04-08 08:30:00,3.0,9.0,0.0,0.0
344689,Y2G13124879,2019-04-08 08:30:00,21.0,6.0,0.0,0.0
344690,U15G3063873,2019-04-08 08:30:00,0.0,0.0,3.0,3.0
344691,Y2G14045586,2019-04-08 08:30:00,29.0,0.0,0.0,0.0
344692,Y2H18106793,2019-04-08 08:30:00,35.0,60.0,0.0,0.0
344693,Y2H18106792,2019-04-08 08:30:00,34.0,10.0,0.0,0.0
344694,YPH15108550,2019-04-08 08:30:00,0.0,0.0,2.0,6.0
344695,Y2G14045587,2019-04-08 08:30:00,15.0,0.0,0.0,0.0
344696,U15G3063864,2019-04-08 08:30:00,0.0,0.0,31.0,15.0
344697,ECO09022739,2019-04-08 08:30:00,30.0,1.0,0.0,0.0
344698,ECO09113503,2019-04-08 08:45:00,28.0,18.0,0.0,0.0
344699,ECO09022739,2019-04-08 08:45:00,25.0,3.0,0.0,0.0
344700,ECO09113499,2019-04-08 08:45:00,16.0,0.0,0.0,0.0
344701,Y2H16039396,2019-04-08 08:45:00,33.0,9.0,0.0,0.0
344702,Y2H16069942,2019-04-08 08:45:00,5.0,11.0,0.0,0.0
344703,U15G3063866,2019-04-08 08:45:00,0.0,0.0,42.0,11.0
344704,Y2H16069943,2019-04-08 08:45:00,58.0,18.0,0.0,0.0
344705,U15G3063867,2019-04-08 08:45:00,0.0,0.0,67.0,34.0
344706,U15G3063869,2019-04-08 08:45:00,0.0,0.0,4.0,6.0
344707,U15G3063870,2019-04-08 08:45:00,0.0,0.0,37.0,66.0
344708,YSH18065716,2019-04-08 08:45:00,0.0,0.0,31.0,9.0
344709,U15G3063872,2019-04-08 08:45:00,0.0,0.0,46.0,50.0
344710,U15G3104442,2019-04-08 08:45:00,0.0,0.0,12.0,16.0
344711,U15G3104443,2019-04-08 08:45:00,0.0,0.0,1.0,1.0
344712,U15G3104444,2019-04-08 08:45:00,0.0,0.0,56.0,30.0
344713,U15G3104445,2019-04-08 08:45:00,0.0,0.0,6.0,10.0
344714,U15G3104446,2019-04-08 08:45:00,0.0,0.0,1.0,2.0
344715,ECO09113506,2019-04-08 08:45:00,6.0,16.0,0.0,0.0
344716,Y2G13124875,2019-04-08 08:45:00,1.0,1.0,0.0,0.0
344717,Y0412032046,2019-04-08 08:45:00,0.0,0.0,1.0,3.0
344718,Y2G13124876,2019-04-08 08:45:00,7.0,12.0,0.0,0.0
344719,Y0410090357,2019-04-08 08:45:00,2.0,5.0,7.0,7.0
344720,U15G6121229,2019-04-08 08:45:00,0.0,0.0,3.0,2.0
344721,Y2G13124877,2019-04-08 08:45:00,3.0,4.0,0.0,0.0
344722,Y2G13124878,2019-04-08 08:45:00,4.0,5.0,0.0,0.0
344723,Y2G13124879,2019-04-08 08:45:00,12.0,3.0,0.0,0.0
344724,U15G3063873,2019-04-08 08:45:00,0.0,0.0,1.0,1.0
344725,Y2G14045586,2019-04-08 08:45:00,19.0,0.0,0.0,0.0
344726,Y2H18106793,2019-04-08 08:45:00,27.0,100.0,0.0,0.0
344727,Y2H18106792,2019-04-08 08:45:00,21.0,15.0,0.0,0.0
344728,YPH15108550,2019-04-08 08:45:00,0.0,0.0,8.0,1.0
344729,Y2G14045587,2019-04-08 08:45:00,7.0,0.0,0.0,0.0
344730,U15G3063864,2019-04-08 08:45:00,0.0,0.0,21.0,12.0
344731,U15G3063865,2019-04-08 08:45:00,0.0,0.0,10.0,13.0
344732,ECO09022739,2019-04-08 09:00:00,22.0,2.0,0.0,0.0
344733,U15G3063865,2019-04-08 09:00:00,0.0,0.0,6.0,13.0
344734,Y2H16039396,2019-04-08 09:00:00,28.0,21.0,0.0,0.0
344735,Y2H16069942,2019-04-08 09:00:00,5.0,8.0,0.0,0.0
344736,U15G3063866,2019-04-08 09:00:00,0.0,0.0,41.0,20.0
344737,Y2H16069943,2019-04-08 09:00:00,34.0,7.0,0.0,0.0
344738,U15G3063867,2019-04-08 09:00:00,0.0,0.0,50.0,49.0
